Cultivo,Metodo,Nutriente,pH_clase,Eficiencia
Frijol,Enterrado,Nitrogeno,Neutro,
Frijol,Enterrado,Nitrogeno,Básico,
Frijol,Enterrado,Nitrogeno,Muy básico,
Frijol,Enterrado,Fosforo,Muy ácido,
Frijol,Enterrado,Fosforo,Ácido,
Frijol,Enterrado,Fosforo,Neutro,
Frijol,Enterrado,Fosforo,Básico,
Frijol,Enterrado,Fosforo,Muy básico,
Frijol,Enterrado,Potasio,Muy ácido,
Frijol,Enterrado,Potasio,Ácido,
Frijol,Enterrado,Potasio,Neutro,
Frijol,Enterrado,Potasio,Básico,
Frijol,Enterrado,Potasio,Muy básico,
Frijol,Enterrado,Calcio,Muy ácido,
Frijol,Enterrado,Calcio,Ácido,
Frijol,Enterrado,Calcio,Neutro,
Frijol,Enterrado,Calcio,Básico,
Frijol,Enterrado,Calcio,Muy básico,
Frijol,Enterrado,Magnesio,Muy ácido,
Frijol,Enterrado,Magnesio,Ácido,
Frijol,Enterrado,Magnesio,Neutro,
Frijol,Enterrado,Magnesio,Básico,
Frijol,Enterrado,Magnesio,Muy básico,
Frijol,Enterrado,Azufre,Muy ácido,
Frijol,Enterrado,Azufre,Ácido,
Frijol,Enterrado,Azufre,Neutro,
Frijol,Enterrado,Azufre,Básico,
Frijol,Enterrado,Azufre,Muy básico,
Frijol,Pateado,Nitrogeno,Muy ácido,
Frijol,Pateado,Nitrogeno,Ácido,
Frijol,Pateado,Nitrogeno,Neutro,
Frijol,Pateado,Nitrogeno,Básico,
Frijol,Pateado,Nitrogeno,Muy básico,
Frijol,Pateado,Fosforo,Muy ácido,
Frijol,Pateado,Fosforo,Ácido,
Frijol,Pateado,Fosforo,Neutro,
Frijol,Pateado,Fosforo,Básico,
Frijol,Pateado,Fosforo,Muy básico,
Frijol,Pateado,Potasio,Muy ácido,
Frijol,Pateado,Potasio,Ácido,
Frijol,Pateado,Potasio,Neutro,
Frijol,Pateado,Potasio,Básico,
Frijol,Pateado,Potasio,Muy básico,
Frijol,Pateado,Calcio,Muy ácido,
Frijol,Pateado,Calcio,Ácido,
Frijol,Pateado,Calcio,Neutro,
Frijol,Pateado,Calcio,Básico,
Frijol,Pateado,Calcio,Muy básico,
Frijol,Pateado,Magnesio,Muy ácido,
Frijol,Pateado,Magnesio,Ácido,
Frijol,Pateado,Magnesio,Neutro,
Frijol,Pateado,Magnesio,Básico,
Frijol,Pateado,Magnesio,Muy básico,
Frijol,Pateado,Azufre,Muy ácido,
Frijol,Pateado,Azufre,Ácido,
Frijol,Pateado,Azufre,Neutro,
Frijol,Pateado,Azufre,Básico,
Frijol,Pateado,Azufre,Muy básico,
Frijol,Voleo,Nitrogeno,Muy ácido,
Frijol,Voleo,Nitrogeno,Ácido,
Frijol,Voleo,Nitrogeno,Neutro,
Frijol,Voleo,Nitrogeno,Básico,
Frijol,Voleo,Nitrogeno,Muy básico,
Frijol,Voleo,Fosforo,Muy ácido,
Frijol,Voleo,Fosforo,Ácido,
Frijol,Voleo,Fosforo,Neutro,
Frijol,Voleo,Fosforo,Básico,
Frijol,Voleo,Fosforo,Muy básico,
Frijol,Voleo,Potasio,Muy ácido,
Frijol,Voleo,Potasio,Ácido,
Frijol,Voleo,Potasio,Neutro,
Frijol,Voleo,Potasio,Básico,
Frijol,Voleo,Potasio,Muy básico,
Frijol,Voleo,Calcio,Muy ácido,
Frijol,Voleo,Calcio,Ácido,
Frijol,Voleo,Calcio,Neutro,
Frijol,Voleo,Calcio,Básico,
Frijol,Voleo,Calcio,Muy básico,
Frijol,Voleo,Magnesio,Muy ácido,
Frijol,Voleo,Magnesio,Ácido,
Frijol,Voleo,Magnesio,Neutro,
Frijol,Voleo,Magnesio,Básico,
Frijol,Voleo,Magnesio,Muy básico,
Frijol,Voleo,Azufre,Muy ácido,
Frijol,Voleo,Azufre,Ácido,
Frijol,Voleo,Azufre,Neutro,
Frijol,Voleo,Azufre,Básico,
Frijol,Voleo,Azufre,Muy básico,
Trigo,Enterrado,Nitrogeno,Muy ácido,
Trigo,Enterrado,Nitrogeno,Ácido,
Trigo,Enterrado,Nitrogeno,Neutro,
Trigo,Enterrado,Nitrogeno,Básico,
Trigo,Enterrado,Nitrogeno,Muy básico,
Trigo,Enterrado,Fosforo,Muy ácido,
Trigo,Enterrado,Fosforo,Ácido,
Trigo,Enterrado,Fosforo,Neutro,
Trigo,Enterrado,Fosforo,Básico,
Trigo,Enterrado,Fosforo,Muy básico,
Trigo,Enterrado,Potasio,Muy ácido,
Trigo,Enterrado,Potasio,Ácido,
Trigo,Enterrado,Potasio,Neutro,
Trigo,Enterrado,Potasio,Básico,
Trigo,Enterrado,Potasio,Muy básico,
Trigo,Enterrado,Calcio,Muy ácido,
Trigo,Enterrado,Calcio,Ácido,
Trigo,Enterrado,Calcio,Neutro,
Trigo,Enterrado,Calcio,Básico,
Trigo,Enterrado,Calcio,Muy básico,
Trigo,Enterrado,Magnesio,Muy ácido,
Trigo,Enterrado,Magnesio,Ácido,
Trigo,Enterrado,Magnesio,Neutro,
Trigo,Enterrado,Magnesio,Básico,
Trigo,Enterrado,Magnesio,Muy básico,
Trigo,Enterrado,Azufre,Muy ácido,
Trigo,Enterrado,Azufre,Ácido,
Trigo,Enterrado,Azufre,Neutro,
Trigo,Enterrado,Azufre,Básico,
Trigo,Enterrado,Azufre,Muy básico,
Trigo,Pateado,Nitrogeno,Muy ácido,
Trigo,Pateado,Nitrogeno,Ácido,
Trigo,Pateado,Nitrogeno,Neutro,
Trigo,Pateado,Nitrogeno,Básico,
Trigo,Pateado,Nitrogeno,Muy básico,
Trigo,Pateado,Fosforo,Muy ácido,
Trigo,Pateado,Fosforo,Ácido,
Trigo,Pateado,Fosforo,Neutro,
Trigo,Pateado,Fosforo,Básico,
Trigo,Pateado,Fosforo,Muy básico,
Trigo,Pateado,Potasio,Muy ácido,
Trigo,Pateado,Potasio,Ácido,
Trigo,Pateado,Potasio,Neutro,
Trigo,Pateado,Potasio,Básico,
Trigo,Pateado,Potasio,Muy básico,
Trigo,Pateado,Calcio,Muy ácido,
Trigo,Pateado,Calcio,Ácido,
Trigo,Pateado,Calcio,Neutro,
Trigo,Pateado,Calcio,Básico,
Trigo,Pateado,Calcio,Muy básico,
Trigo,Pateado,Magnesio,Muy ácido,
Trigo,Pateado,Magnesio,Ácido,
Trigo,Pateado,Magnesio,Neutro,
Trigo,Pateado,Magnesio,Básico,
Trigo,Pateado,Magnesio,Muy básico,
Trigo,Pateado,Azufre,Muy ácido,
Trigo,Pateado,Azufre,Ácido,
Trigo,Pateado,Azufre,Neutro,
Trigo,Pateado,Azufre,Básico,
Trigo,Pateado,Azufre,Muy básico,
Trigo,Voleo,Nitrogeno,Muy ácido,
Trigo,Voleo,Nitrogeno,Ácido,
Trigo,Voleo,Nitrogeno,Neutro,
Trigo,Voleo,Nitrogeno,Básico,
Trigo,Voleo,Nitrogeno,Muy básico,
Trigo,Voleo,Fosforo,Muy ácido,
Trigo,Voleo,Fosforo,Ácido,
Trigo,Voleo,Fosforo,Neutro,
Trigo,Voleo,Fosforo,Básico,
Trigo,Voleo,Fosforo,Muy básico,
Trigo,Voleo,Potasio,Muy ácido,
Trigo,Voleo,Potasio,Ácido,
Trigo,Voleo,Potasio,Neutro,
Trigo,Voleo,Potasio,Básico,
Trigo,Voleo,Potasio,Muy básico,
Trigo,Voleo,Calcio,Muy ácido,
Trigo,Voleo,Calcio,Ácido,
Trigo,Voleo,Calcio,Neutro,
Trigo,Voleo,Calcio,Básico,
Trigo,Voleo,Calcio,Muy básico,
Trigo,Voleo,Magnesio,Muy ácido,
Trigo,Voleo,Magnesio,Ácido,
Trigo,Voleo,Magnesio,Neutro,
Trigo,Voleo,Magnesio,Básico,
Trigo,Voleo,Magnesio,Muy básico,
Trigo,Voleo,Azufre,Muy ácido,
Trigo,Voleo,Azufre,Ácido,
Trigo,Voleo,Azufre,Neutro,
Trigo,Voleo,Azufre,Básico,
Trigo,Voleo,Azufre,Muy básico,
Arroz,Enterrado,Nitrogeno,Muy ácido,
Arroz,Enterrado,Nitrogeno,Ácido,
Arroz,Enterrado,Nitrogeno,Neutro,
Arroz,Enterrado,Nitrogeno,Básico,
Arroz,Enterrado,Nitrogeno,Muy básico,
Arroz,Enterrado,Fosforo,Muy ácido,
Arroz,Enterrado,Fosforo,Ácido,
Arroz,Enterrado,Fosforo,Neutro,
Arroz,Enterrado,Fosforo,Básico,
Arroz,Enterrado,Fosforo,Muy básico,
Arroz,Enterrado,Potasio,Muy ácido,
Arroz,Enterrado,Potasio,Ácido,
Arroz,Enterrado,Potasio,Neutro,
Arroz,Enterrado,Potasio,Básico,
Arroz,Enterrado,Potasio,Muy básico,
Arroz,Enterrado,Calcio,Muy ácido,
Arroz,Enterrado,Calcio,Ácido,
Arroz,Enterrado,Calcio,Neutro,
Arroz,Enterrado,Calcio,Básico,
Arroz,Enterrado,Calcio,Muy básico,
Arroz,Enterrado,Magnesio,Muy ácido,
Arroz,Enterrado,Magnesio,Ácido,
Arroz,Enterrado,Magnesio,Neutro,
Arroz,Enterrado,Magnesio,Básico,
Arroz,Enterrado,Magnesio,Muy básico,
Arroz,Enterrado,Azufre,Muy ácido,
Arroz,Enterrado,Azufre,Ácido,
Arroz,Enterrado,Azufre,Neutro,
Arroz,Enterrado,Azufre,Básico,
Arroz,Enterrado,Azufre,Muy básico,
Arroz,Pateado,Nitrogeno,Muy ácido,
Arroz,Pateado,Nitrogeno,Ácido,
Arroz,Pateado,Nitrogeno,Neutro,
Arroz,Pateado,Nitrogeno,Básico,
Arroz,Pateado,Nitrogeno,Muy básico,
Arroz,Pateado,Fosforo,Muy ácido,
Arroz,Pateado,Fosforo,Ácido,
Arroz,Pateado,Fosforo,Neutro,
Arroz,Pateado,Fosforo,Básico,
Arroz,Pateado,Fosforo,Muy básico,
Arroz,Pateado,Potasio,Muy ácido,
Arroz,Pateado,Potasio,Ácido,
Arroz,Pateado,Potasio,Neutro,
Arroz,Pateado,Potasio,Básico,
Arroz,Pateado,Potasio,Muy básico,
Arroz,Pateado,Calcio,Muy ácido,
Arroz,Pateado,Calcio,Ácido,
Arroz,Pateado,Calcio,Neutro,
Arroz,Pateado,Calcio,Básico,
Arroz,Pateado,Calcio,Muy básico,
Arroz,Pateado,Magnesio,Muy ácido,
Arroz,Pateado,Magnesio,Ácido,
Arroz,Pateado,Magnesio,Neutro,
Arroz,Pateado,Magnesio,Básico,
Arroz,Pateado,Magnesio,Muy básico,
Arroz,Pateado,Azufre,Muy ácido,
Arroz,Pateado,Azufre,Ácido,
Arroz,Pateado,Azufre,Neutro,
Arroz,Pateado,Azufre,Básico,
Arroz,Pateado,Azufre,Muy básico,
Arroz,Voleo,Nitrogeno,Muy ácido,
Arroz,Voleo,Nitrogeno,Ácido,
Arroz,Voleo,Nitrogeno,Neutro,
Arroz,Voleo,Nitrogeno,Básico,
Arroz,Voleo,Nitrogeno,Muy básico,
Arroz,Voleo,Fosforo,Muy ácido,
Arroz,Voleo,Fosforo,Ácido,
Arroz,Voleo,Fosforo,Neutro,
Arroz,Voleo,Fosforo,Básico,
Arroz,Voleo,Fosforo,Muy básico,
Arroz,Voleo,Potasio,Muy ácido,
Arroz,Voleo,Potasio,Ácido,
Arroz,Voleo,Potasio,Neutro,
Arroz,Voleo,Potasio,Básico,
Arroz,Voleo,Potasio,Muy básico,
Arroz,Voleo,Calcio,Muy ácido,
Arroz,Voleo,Calcio,Ácido,
Arroz,Voleo,Calcio,Neutro,
Arroz,Voleo,Calcio,Básico,
Arroz,Voleo,Calcio,Muy básico,
Arroz,Voleo,Magnesio,Muy ácido,
Arroz,Voleo,Magnesio,Ácido,
Arroz,Voleo,Magnesio,Neutro,
Arroz,Voleo,Magnesio,Básico,
Arroz,Voleo,Magnesio,Muy básico,
Arroz,Voleo,Azufre,Muy ácido,
Arroz,Voleo,Azufre,Ácido,
Arroz,Voleo,Azufre,Neutro,
Arroz,Voleo,Azufre,Básico,
Arroz,Voleo,Azufre,Muy básico,
Caña de azucar,Enterrado,Nitrogeno,Muy ácido,
Caña de azucar,Enterrado,Nitrogeno,Ácido,
Caña de azucar,Enterrado,Nitrogeno,Neutro,
Caña de azucar,Enterrado,Nitrogeno,Básico,
Caña de azucar,Enterrado,Nitrogeno,Muy básico,
Caña de azucar,Enterrado,Fosforo,Muy ácido,
Caña de azucar,Enterrado,Fosforo,Ácido,
Caña de azucar,Enterrado,Fosforo,Neutro,
Caña de azucar,Enterrado,Fosforo,Básico,
Caña de azucar,Enterrado,Fosforo,Muy básico,
Caña de azucar,Enterrado,Potasio,Muy ácido,
Caña de azucar,Enterrado,Potasio,Ácido,
Caña de azucar,Enterrado,Potasio,Neutro,
Caña de azucar,Enterrado,Potasio,Básico,
Caña de azucar,Enterrado,Potasio,Muy básico,
Caña de azucar,Enterrado,Calcio,Muy ácido,
Caña de azucar,Enterrado,Calcio,Ácido,
Caña de azucar,Enterrado,Calcio,Neutro,
Caña de azucar,Enterrado,Calcio,Básico,
Caña de azucar,Enterrado,Calcio,Muy básico,
Caña de azucar,Enterrado,Magnesio,Muy ácido,
Caña de azucar,Enterrado,Magnesio,Ácido,
Caña de azucar,Enterrado,Magnesio,Neutro,
Caña de azucar,Enterrado,Magnesio,Básico,
Caña de azucar,Enterrado,Magnesio,Muy básico,
Caña de azucar,Enterrado,Azufre,Muy ácido,
Caña de azucar,Enterrado,Azufre,Ácido,
Caña de azucar,Enterrado,Azufre,Neutro,
Caña de azucar,Enterrado,Azufre,Básico,
Caña de azucar,Enterrado,Azufre,Muy básico,
Caña de azucar,Pateado,Nitrogeno,Muy ácido,
Caña de azucar,Pateado,Nitrogeno,Ácido,
Caña de azucar,Pateado,Nitrogeno,Neutro,
Caña de azucar,Pateado,Nitrogeno,Básico,
Caña de azucar,Pateado,Nitrogeno,Muy básico,
Caña de azucar,Pateado,Fosforo,Muy ácido,
Caña de azucar,Pateado,Fosforo,Ácido,
Caña de azucar,Pateado,Fosforo,Neutro,
Caña de azucar,Pateado,Fosforo,Básico,
Caña de azucar,Pateado,Fosforo,Muy básico,
Caña de azucar,Pateado,Potasio,Muy ácido,
Caña de azucar,Pateado,Potasio,Ácido,
Caña de azucar,Pateado,Potasio,Neutro,
Caña de azucar,Pateado,Potasio,Básico,
Caña de azucar,Pateado,Potasio,Muy básico,
Caña de azucar,Pateado,Calcio,Muy ácido,
Caña de azucar,Pateado,Calcio,Ácido,
Caña de azucar,Pateado,Calcio,Neutro,
Caña de azucar,Pateado,Calcio,Básico,
Caña de azucar,Pateado,Calcio,Muy básico,
Caña de azucar,Pateado,Magnesio,Muy ácido,
Caña de azucar,Pateado,Magnesio,Ácido,
Caña de azucar,Pateado,Magnesio,Neutro,
Caña de azucar,Pateado,Magnesio,Básico,
Caña de azucar,Pateado,Magnesio,Muy básico,
Caña de azucar,Pateado,Azufre,Muy ácido,
Caña de azucar,Pateado,Azufre,Ácido,
Caña de azucar,Pateado,Azufre,Neutro,
Caña de azucar,Pateado,Azufre,Básico,
Caña de azucar,Pateado,Azufre,Muy básico,
Caña de azucar,Voleo,Nitrogeno,Muy ácido,
Caña de azucar,Voleo,Nitrogeno,Ácido,
Caña de azucar,Voleo,Nitrogeno,Neutro,
Caña de azucar,Voleo,Nitrogeno,Básico,
Caña de azucar,Voleo,Nitrogeno,Muy básico,
Caña de azucar,Voleo,Fosforo,Muy ácido,
Caña de azucar,Voleo,Fosforo,Ácido,
Caña de azucar,Voleo,Fosforo,Neutro,
Caña de azucar,Voleo,Fosforo,Básico,
Caña de azucar,Voleo,Fosforo,Muy básico,
Caña de azucar,Voleo,Potasio,Muy ácido,
Caña de azucar,Voleo,Potasio,Ácido,
Caña de azucar,Voleo,Potasio,Neutro,
Caña de azucar,Voleo,Potasio,Básico,
Caña de azucar,Voleo,Potasio,Muy básico,
Caña de azucar,Voleo,Calcio,Muy ácido,
Caña de azucar,Voleo,Calcio,Ácido,
Caña de azucar,Voleo,Calcio,Neutro,
Caña de azucar,Voleo,Calcio,Básico,
Caña de azucar,Voleo,Calcio,Muy básico,
Caña de azucar,Voleo,Magnesio,Muy ácido,
Caña de azucar,Voleo,Magnesio,Ácido,
Caña de azucar,Voleo,Magnesio,Neutro,
Caña de azucar,Voleo,Magnesio,Básico,
Caña de azucar,Voleo,Magnesio,Muy básico,
Caña de azucar,Voleo,Azufre,Muy ácido,
Caña de azucar,Voleo,Azufre,Ácido,
Caña de azucar,Voleo,Azufre,Neutro,
Caña de azucar,Voleo,Azufre,Básico,
Caña de azucar,Voleo,Azufre,Muy básico,
Café,Enterrado,Nitrogeno,Muy ácido,
Café,Enterrado,Nitrogeno,Ácido,
Café,Enterrado,Nitrogeno,Neutro,
Café,Enterrado,Nitrogeno,Básico,
Café,Enterrado,Nitrogeno,Muy básico,
Café,Enterrado,Fosforo,Muy ácido,
Café,Enterrado,Fosforo,Ácido,
Café,Enterrado,Fosforo,Neutro,
Café,Enterrado,Fosforo,Básico,
Café,Enterrado,Fosforo,Muy básico,
Café,Enterrado,Potasio,Muy ácido,
Café,Enterrado,Potasio,Ácido,
Café,Enterrado,Potasio,Neutro,
Café,Enterrado,Potasio,Básico,
Café,Enterrado,Potasio,Muy básico,
Café,Enterrado,Calcio,Muy ácido,
Café,Enterrado,Calcio,Ácido,
Café,Enterrado,Calcio,Neutro,
Café,Enterrado,Calcio,Básico,
Café,Enterrado,Calcio,Muy básico,
Café,Enterrado,Magnesio,Muy ácido,
Café,Enterrado,Magnesio,Ácido,
Café,Enterrado,Magnesio,Neutro,
Café,Enterrado,Magnesio,Básico,
Café,Enterrado,Magnesio,Muy básico,
Café,Enterrado,Azufre,Muy ácido,
Café,Enterrado,Azufre,Ácido,
Café,Enterrado,Azufre,Neutro,
Café,Enterrado,Azufre,Básico,
Café,Enterrado,Azufre,Muy básico,
Café,Pateado,Nitrogeno,Muy ácido,
Café,Pateado,Nitrogeno,Ácido,
Café,Pateado,Nitrogeno,Neutro,
Café,Pateado,Nitrogeno,Básico,
Café,Pateado,Nitrogeno,Muy básico,
Café,Pateado,Fosforo,Muy ácido,
Café,Pateado,Fosforo,Ácido,
Café,Pateado,Fosforo,Neutro,
Café,Pateado,Fosforo,Básico,
Café,Pateado,Fosforo,Muy básico,
Café,Pateado,Potasio,Muy ácido,
Café,Pateado,Potasio,Ácido,
Café,Pateado,Potasio,Neutro,
Café,Pateado,Potasio,Básico,
Café,Pateado,Potasio,Muy básico,
Café,Pateado,Calcio,Muy ácido,
Café,Pateado,Calcio,Ácido,
Café,Pateado,Calcio,Neutro,
Café,Pateado,Calcio,Básico,
Café,Pateado,Calcio,Muy básico,
Café,Pateado,Magnesio,Muy ácido,
Café,Pateado,Magnesio,Ácido,
Café,Pateado,Magnesio,Neutro,
Café,Pateado,Magnesio,Básico,
Café,Pateado,Magnesio,Muy básico,
Café,Pateado,Azufre,Muy ácido,
Café,Pateado,Azufre,Ácido,
Café,Pateado,Azufre,Neutro,
Café,Pateado,Azufre,Básico,
Café,Pateado,Azufre,Muy básico,
Café,Voleo,Nitrogeno,Muy ácido,
Café,Voleo,Nitrogeno,Ácido,
Café,Voleo,Nitrogeno,Neutro,
Café,Voleo,Nitrogeno,Básico,
Café,Voleo,Nitrogeno,Muy básico,
Café,Voleo,Fosforo,Muy ácido,
Café,Voleo,Fosforo,Ácido,
Café,Voleo,Fosforo,Neutro,
Café,Voleo,Fosforo,Básico,
Café,Voleo,Fosforo,Muy básico,
Café,Voleo,Potasio,Muy ácido,
Café,Voleo,Potasio,Ácido,
Café,Voleo,Potasio,Neutro,
Café,Voleo,Potasio,Básico,
Café,Voleo,Potasio,Muy básico,
Café,Voleo,Calcio,Muy ácido,
Café,Voleo,Calcio,Ácido,
Café,Voleo,Calcio,Neutro,
Café,Voleo,Calcio,Básico,
Café,Voleo,Calcio,Muy básico,
Café,Voleo,Magnesio,Muy ácido,
Café,Voleo,Magnesio,Ácido,
Café,Voleo,Magnesio,Neutro,
Café,Voleo,Magnesio,Básico,
Café,Voleo,Magnesio,Muy básico,
Café,Voleo,Azufre,Muy ácido,
Café,Voleo,Azufre,Ácido,
Café,Voleo,Azufre,Neutro,
Café,Voleo,Azufre,Básico,
Café,Voleo,Azufre,Muy básico,
Avena,Enterrado,Nitrogeno,Muy ácido,
Avena,Enterrado,Nitrogeno,Ácido,
Avena,Enterrado,Nitrogeno,Neutro,
Avena,Enterrado,Nitrogeno,Básico,
Avena,Enterrado,Nitrogeno,Muy básico,
Avena,Enterrado,Fosforo,Muy ácido,
Avena,Enterrado,Fosforo,Ácido,
Avena,Enterrado,Fosforo,Neutro,
Avena,Enterrado,Fosforo,Básico,
Avena,Enterrado,Fosforo,Muy básico,
Avena,Enterrado,Potasio,Muy ácido,
Avena,Enterrado,Potasio,Ácido,
Avena,Enterrado,Potasio,Neutro,
Avena,Enterrado,Potasio,Básico,
Avena,Enterrado,Potasio,Muy básico,
Avena,Enterrado,Calcio,Muy ácido,
Avena,Enterrado,Calcio,Ácido,
Avena,Enterrado,Calcio,Neutro,
Avena,Enterrado,Calcio,Básico,
Avena,Enterrado,Calcio,Muy básico,
Avena,Enterrado,Magnesio,Muy ácido,
Avena,Enterrado,Magnesio,Ácido,
Avena,Enterrado,Magnesio,Neutro,
Avena,Enterrado,Magnesio,Básico,
Avena,Enterrado,Magnesio,Muy básico,
Avena,Enterrado,Azufre,Muy ácido,
Avena,Enterrado,Azufre,Ácido,
Avena,Enterrado,Azufre,Neutro,
Avena,Enterrado,Azufre,Básico,
Avena,Enterrado,Azufre,Muy básico,
Avena,Pateado,Nitrogeno,Muy ácido,
Avena,Pateado,Nitrogeno,Ácido,
Avena,Pateado,Nitrogeno,Neutro,
Avena,Pateado,Nitrogeno,Básico,
Avena,Pateado,Nitrogeno,Muy básico,
Avena,Pateado,Fosforo,Muy ácido,
Avena,Pateado,Fosforo,Ácido,
Avena,Pateado,Fosforo,Neutro,
Avena,Pateado,Fosforo,Básico,
Avena,Pateado,Fosforo,Muy básico,
Avena,Pateado,Potasio,Muy ácido,
Avena,Pateado,Potasio,Ácido,
Avena,Pateado,Potasio,Neutro,
Avena,Pateado,Potasio,Básico,
Avena,Pateado,Potasio,Muy básico,
Avena,Pateado,Calcio,Muy ácido,
Avena,Pateado,Calcio,Ácido,
Avena,Pateado,Calcio,Neutro,
Avena,Pateado,Calcio,Básico,
Avena,Pateado,Calcio,Muy básico,
Avena,Pateado,Magnesio,Muy ácido,
Avena,Pateado,Magnesio,Ácido,
Avena,Pateado,Magnesio,Neutro,
Avena,Pateado,Magnesio,Básico,
Avena,Pateado,Magnesio,Muy básico,
Avena,Pateado,Azufre,Muy ácido,
Avena,Pateado,Azufre,Ácido,
Avena,Pateado,Azufre,Neutro,
Avena,Pateado,Azufre,Básico,
Avena,Pateado,Azufre,Muy básico,
Avena,Voleo,Nitrogeno,Muy ácido,
Avena,Voleo,Nitrogeno,Ácido,
Avena,Voleo,Nitrogeno,Neutro,
Avena,Voleo,Nitrogeno,Básico,
Avena,Voleo,Nitrogeno,Muy básico,
Avena,Voleo,Fosforo,Muy ácido,
Avena,Voleo,Fosforo,Ácido,
Avena,Voleo,Fosforo,Neutro,
Avena,Voleo,Fosforo,Básico,
Avena,Voleo,Fosforo,Muy básico,
Avena,Voleo,Potasio,Muy ácido,
Avena,Voleo,Potasio,Ácido,
Avena,Voleo,Potasio,Neutro,
Avena,Voleo,Potasio,Básico,
